authid;authtypecode;main_heading;alt_heading;uri
23053;CORPO_NAME;"Château de Saint-Germain-en-Laye (Yvelines, France)";;http://www.wikidata.org/entity/Q1520841
23054;PERSO_NAME;"Benserade, Isaac de 1613-1691";"Benserade|Bensérade, Isaac de|Bensseradde, Isaac de|Bensserade, Isaac de|De Benserade, Isaac de";http://www.wikidata.org/entity/Q982037
23055;PERSO_NAME;"Chambonnières, Jacques Champion de c. 1602-c. 1672";"Chambonnières, J. C. de|Chambonnières, Jacques Champion de|Champion de Chambonnières, Jacques|Champion, Jacques";http://www.wikidata.org/entity/Q725685
23056;GEOGR_NAME;"Saint Petersburg (Russia)";"Leningrad|Petrograd|Saint-Pétersbourg|Sankt Petersburg|Sint-Petersburg|St. Petersburg|Ленинград|Петроград|Санкт-Петербург";http://www.wikidata.org/entity/Q656
23058;CORPO_NAME;"Ospedale di Santa Maria dei Derelitti (Venice, Italy)";"Santa Maria dei Derelitti";http://www.wikidata.org/entity/Q3668820
23059;TOPIC_TERM;"Galant style";"Galante stijl|Galanterie|Style galant";http://www.wikidata.org/entity/Q1141686
23060;PERSO_NAME;"Quiccheberg, Samuel 1529-1567";"Quiccelbergius, Samuel|Quicchelberg, Samuel|Quicchelbergs, Samuel|Quicchelbergus, Samuel|Quicelbergus, Samuel|Quichebergus, Samuel|Quichelberg, Samuel|Quickelberg, Samuel|Quickelbergh, Samuel|Quickelbergius, Samuel";http://www.wikidata.org/entity/Q2218786
23061;PERSO_NAME;"Meadow, Mark A.";;
23062;PERSO_NAME;"Robertson, Bruce";;
23063;PERSO_NAME;"Pascoe, Judith -1960";;
23064;PERSO_NAME;"Siddons, Sarah 1755-1831";"Kemble, Sarah|Siddons|Siddons, Sarah Kemble";http://www.wikidata.org/entity/Q234746
23065;GEOGR_NAME;"Hull (United Kingdom)";"Kingston upon Hull";http://www.wikidata.org/entity/Q128147
23066;TOPIC_TERM;Lawyer;Advocaat|Attorney|Avocat|Barrister|Jurist|Raadsman|Rechtsanwalt|Solicitor|Strafpleiter;http://www.wikidata.org/entity/Q40348
23067;PERSO_NAME;"Aretino, Pietro 1492-1556";"Arétin|Aretino, Piero";http://www.wikidata.org/entity/Q296272
23068;GEOGR_NAME;"Copenhagen (Denmark)";"Copenhague|CPH|Hafn |Hafnia |Havn|Kobenhavn|Köbenhavn |København |Kööpenhamina|Kopenhagen";http://www.wikidata.org/entity/Q1748
23070;PERSO_NAME;"Reinaert de Vos";"Reinaert|Renart|Reynard the Fox|Roman de Renart|Van den vos Reynaerde";http://www.wikidata.org/entity/Q505194
23071;CORPO_NAME;"Temple Church (London, United Kingdom)";;http://www.wikidata.org/entity/Q1429312
23072;PERSO_NAME;"Besamusca, B.";;
23073;PERSO_NAME;"Lichtenau, Wilhelmine von 1753-1820";"Beautiful Wilhelmine|Countess von Lichtenau, Wilhelmine|Encke, Wilhelmine |Enke, Wilhelmine |Gräfin von Lichtenau, Wilhelmine|Madame Ritz";http://www.wikidata.org/entity/Q70769
23074;PERSO_NAME;"Swaaij, Louise van";;
23075;GEOGR_NAME;"Jena (Germany)";Iéna;http://www.wikidata.org/entity/Q3150
23076;PERSO_NAME;"Porter, Evelyn 1899-?";;
23077;PERSO_NAME;"Woolnoth, Marjorie";;
23078;PERSO_NAME;"Ginner, Ruby";;http://www.wikidata.org/entity/Q89771348
23079;PERSO_NAME;"Helbo, André";;http://www.wikidata.org/entity/Q55626722
23080;TOPIC_TERM;Semiotics;Sémiologie|Semiotiek|Semiotik|Sémiotique;http://www.wikidata.org/entity/Q60195
23081;CORPO_NAME;"Colonna family";;http://www.wikidata.org/entity/Q16865694
23082;PERSO_NAME;"Clementi, Aldo";"Clementi, A.";http://www.wikidata.org/entity/Q553059
23083;PERSO_NAME;"Beckett, Samuel 1906-1989";"Beckett, Sam";http://www.wikidata.org/entity/Q37327
23084;PERSO_NAME;"Johns, Jasper -1930";;http://www.wikidata.org/entity/Q155057
23085;PERSO_NAME;"Ferneyhough, Brian 1943-";"Ferneyhough, Bryan";http://www.wikidata.org/entity/Q462291
23087;TOPIC_TERM;"Ars nova";;http://www.wikidata.org/entity/Q210854
23088;TOPIC_TERM;"Ars subtilior";;http://www.wikidata.org/entity/Q704073
23089;TOPIC_TERM;"Battle of Waterloo";"Bataille de Waterloo|Belle-Alliance|Schlacht bei Waterloo|Slag bij Waterloo";http://www.wikidata.org/entity/Q48314
23090;PERSO_NAME;"Weiss, William";;
23091;PERSO_NAME;"Van Heyghen, Peter";;http://www.wikidata.org/entity/Q3376933
23092;GEOGR_NAME;"Prague (Czech Republic)";Praag|Prag|Praha;http://www.wikidata.org/entity/Q1085
23093;GEOGR_NAME;"Campania (Italy)";Campanië|Kampanien;http://www.wikidata.org/entity/Q1438
23094;PERSO_NAME;"Rowden, Clair";;http://www.wikidata.org/entity/Q126390728
23095;PERSO_NAME;"Langham Smith, Richard";;http://www.wikidata.org/entity/Q7327248
23097;PERSO_NAME;"Peeters, G.";;http://www.wikidata.org/entity/Q3106624
23098;PERSO_NAME;"Bastiaens, Luk";;
23099;PERSO_NAME;"Hellqvist, Karin";;http://www.wikidata.org/entity/Q123683043
23100;PERSO_NAME;"Amaral, Heloisa";;
23101;PERSO_NAME;"Hannesdóttir, Ellen Inga";;
23102;CORPO_NAME;"Oberlin Conservatory of Music (OH, USA)";;http://www.wikidata.org/entity/Q750950
23103;PERSO_NAME;"Mactaggart, Ann";;http://www.wikidata.org/entity/Q76067211
23104;TOPIC_TERM;"World's Fair";"Exposition universelle|Weltausstellung|Wereldtentoonstelling";http://www.wikidata.org/entity/Q172754
23105;GEOGR_NAME;"Saint-Hubert (Belgium)";;http://www.wikidata.org/entity/Q713740
23106;GEOGR_NAME;"Luxemburg (Belgium)";Luxembourg;http://www.wikidata.org/entity/Q1126
23107;GEOGR_NAME;"Wallonia (Belgium)";"Région wallonne|Wallonie|Wallonië|Wallonien|Wallonische Region";http://www.wikidata.org/entity/Q231
23108;GEOGR_NAME;"Sussex (United Kingdom)";;http://www.wikidata.org/entity/Q23346
23109;CORPO_NAME;"Deutsches Museum (Munich, Germany)";"Das Deutsche Museum";http://www.wikidata.org/entity/Q131617
23110;CORPO_NAME;"Morris Steinert Collection of Musical Instruments (Yale University, New Haven, CT, USA)";"Steinert Collection of Keyed and Stringed Instruments|Yale Morris Steinert Collection";http://www.wikidata.org/entity/Q8047439
23111;TOPIC_TERM;Firework;"Feu d'artifice|Feuerwerk|Feuerwerkskunst|Feux d'artifice|Fireworks|Vuurwerk|Vuurwerkkunst";http://www.wikidata.org/entity/Q127933
23112;CORPO_NAME;"Riemenschneider Bach Institute (Baldwin Wallace University, Berea, OH, USA)";;
23113;PERSO_NAME;"Pilon, Edmond";;http://www.wikidata.org/entity/Q3047951
23114;CORPO_NAME;"Belle Skinner Collection of Musical Instruments (Yale University, New Haven, CT, USA)";;
23115;CORPO_NAME;"Rothschild family";;http://www.wikidata.org/entity/Q105991788
23116;PERSO_NAME;"Gallay, Jules 1822-1897";"Gallay, J.";http://www.wikidata.org/entity/Q3188601
23117;TOPIC_TERM;French;Français|Francese|Frans|Französisch;http://www.wikidata.org/entity/Q150
23118;PERSO_NAME;"Urbaniak, K.";;
23119;PERSO_NAME;"Zonhoven, Georgius van 16??-1749";"Sonhoven, Georgius van|Zonhoven, G. van";
23120;CORPO_NAME;"Académie française (Paris, France)";;http://www.wikidata.org/entity/Q161806
23122;PERSO_NAME;"Raphael 1483-1520";"Rafaël|Raffael|Raffaello Santi da Urbino|Raffaello Sanzio|Raphaël|Santi, Rafaël|Sanzio, Raffaello";http://www.wikidata.org/entity/Q5597
23123;GEOGR_NAME;"Belluno (Italy)";"Province of Belluno";http://www.wikidata.org/entity/Q16126
23124;PERSO_NAME;"Spek, Peter van der";;
23125;PERSO_NAME;"Macque, Giovanni de c. 1550-1614";"De Macque, Giovanni|De Maque, Jean|Di Macque, Gioan|Macque, Gioan di|Macque, Giovanni de|Macque, Jean de|Macque, Joannis|Macque, Juan de|Maque, Jean de,";http://www.wikidata.org/entity/Q1403614
23126;PERSO_NAME;"Phalesius, Peter the Elder 1510-1573";"Phalèse, Pierre|Phalesius, Petrus|Phaleys, Piere|Phaleys, Pierre de";http://www.wikidata.org/entity/Q729188
23127;PERSO_NAME;"Durant, James";;http://www.wikidata.org/entity/Q81728466
23128;PERSO_NAME;"Merckx, Eddy -1945";"Merckx, Edouard Louis Joseph|Merckx, Edward";http://www.wikidata.org/entity/Q103756
23129;GEOGR_NAME;"Gelderland (Netherlands)";Geldern|Gelre|Gelria|Guelders;http://www.wikidata.org/entity/Q775
23130;PERSO_NAME;"Pevernage, Andries 1542/43-1591";"Beveringen, Andreas|Bevernage, Andreas|Pevernage, André|Pevernage, André|Pevernage, Andreas";http://www.wikidata.org/entity/Q2159084
23131;CORPO_NAME;"Philidor family";;http://www.wikidata.org/entity/Q7879390
23132;TOPIC_TERM;Pietism;Piétisme|Piëtisme|Pietismus|Stündeler;http://www.wikidata.org/entity/Q193664
23133;PERSO_NAME;"Oldenbarnevelt, Johan van 1547-1619";"Barnavelt, John van Olden|Barnefeld, Jehann von|Barneuelt, Iohn van Olden|Barneveldt, Jan van|Barneveldt, Jan van Olden|Barneveldt, John of|Barnevelt, Jan van Olden|Barnevelt, John van Olden|Bernaueld|Olden Barnavelt, John van";http://www.wikidata.org/entity/Q166623
23134;PERSO_NAME;"Howard, Thomas 21st Earl of Arundel 1585-1646";;http://www.wikidata.org/entity/Q166517
23135;TOPIC_TERM;Sublime;"Das Erhabene|Subliem";http://www.wikidata.org/entity/Q999803
23136;CORPO_NAME;"House of Wettin";"Haus Wettin|Wettiner";http://www.wikidata.org/entity/Q152909
23137;PERSO_NAME;"Wells, Jez";;http://www.wikidata.org/entity/Q123563305
23138;PERSO_NAME;"Kleinbussink, Jan 1946-";;
23139;CORPO_NAME;"Deventer Kerkmuziekensemble (Netherlands)";;
23140;PERSO_NAME;"Bach, Johann Bernhard 1676-1749";"Bach, Johann Bernhard der Ältere|Bach, Johann Bernhard the Older|Bahs, Johans Bernhards";http://www.wikidata.org/entity/Q696000
23141;CORPO_NAME;"Mendelssohn family";;http://www.wikidata.org/entity/Q41783627|http://www.wikidata.org/entity/Q885129
23142;PERSO_NAME;"Holtgräve, Johann Heinrich fl. 1828-1839";;
23143;TOPIC_TERM;Voluntary;;http://www.wikidata.org/entity/Q3247534
23144;PERSO_NAME;"Buisman, Ben G.";;
23145;PERSO_NAME;"Jordaens, Jacob 1593-1678";"Jordaen of Antwerp|Jordaens, I.|Jordaens, Jacob de Oudere|Jordaens, Jacob the Elder|Jordaens, Jacques|Jordaens, Jacques|Jordaens, Jakob|Jourdano, Jacob";http://www.wikidata.org/entity/Q270658
23146;TOPIC_TERM;Food;Eating|Essen|Eten|Foodstuff|Lebensmittel|Nourriture|Voedsel;http://www.wikidata.org/entity/Q2095
23147;TOPIC_TERM;Tafelmusik;"Musique de table";http://www.wikidata.org/entity/Q133926
23148;PERSO_NAME;"Marcabru fl. 12th century";Marcabrun|Marchabrun|Pain-Perdu|Pan-Perdut|Panperdut,;http://www.wikidata.org/entity/Q381966
23149;PERSO_NAME;"Guiot de Dijon fl. 13th century";;http://www.wikidata.org/entity/Q2435995
23150;PERSO_NAME;"Walther von der Vogelweide fl. 12th century";"Vogelweide, Walther von der|Walter|Walther von der Vogelweide|Walther,";http://www.wikidata.org/entity/Q44385
23151;PERSO_NAME;"Le Chastelain de Couci fl. 12th century";"Châtelain de Couchy, le|Le Châtelain de Couchy";http://www.wikidata.org/entity/Q5199
23152;PERSO_NAME;"Gaucelm Faidit c. 1170-1202";"Faichit, Gaucelm|Faidit, Gaucelm|Gaucelm Faichit|Gaucelm Faidit,";http://www.wikidata.org/entity/Q561237
23153;PERSO_NAME;"Béthune, Conon de 1150-1219";"Cono van Bethune|Conon de Béthune";http://www.wikidata.org/entity/Q5659
23154;CORPO_NAME;"House of Plantagenet";Anjou-Plantagenet|Plantagenêt;http://www.wikidata.org/entity/Q106151
23155;CORPO_NAME;"Musica da Camera (Amsterdam, Netherlands)";;
23156;PERSO_NAME;"Ebbinge, Ku 1948-";;http://www.wikidata.org/entity/Q131785409
23157;CORPO_NAME;"Quadro Amsterdam (Netherlands)";;
23158;PERSO_NAME;"Brotier, André-Charles 1751-1798";"Brotier, A. C.|Brotier, André Charles|Brottier, André Charles|Brottier, André-Charles";http://www.wikidata.org/entity/Q2847021
23159;CORPO_NAME;"Quadro Hotteterre (Amsterdam, Netherlands)";;
23160;PERSO_NAME;"Boeke, Kees (1950-)";;http://www.wikidata.org/entity/Q280180
23161;PERSO_NAME;"Kohnen, Robert 1932-2019";;http://www.wikidata.org/entity/Q2157900
23162;PERSO_NAME;"Rubinlicht, Janine";"Rubinlicht, J.";http://www.wikidata.org/entity/Q112977250
23163;PERSO_NAME;"McGuire, Charles";;
23164;GEOGR_NAME;"Scarborough (United Kingdom)";"Borough of Scarborough|Scarborough (North Yorkshire)";http://www.wikidata.org/entity/Q743521
23165;GEOGR_NAME;"Filey (United Kingdom)";;http://www.wikidata.org/entity/Q82334
23166;PERSO_NAME;"Walsh, John 1665/66-1736";;http://www.wikidata.org/entity/Q1702092
23167;PERSO_NAME;"Tudway, Thomas 1655/56-1726";"Tudway, Tho";http://www.wikidata.org/entity/Q16704153
23168;CORPO_NAME;"New York Philharmonic Orchestra (New York City, NY, USA)";"New York Philharmonic|NYPO|Philharmonic-Symphony Society of New York, Inc.";http://www.wikidata.org/entity/Q471154
23169;GEOGR_NAME;"Dallas (USA)";;http://www.wikidata.org/entity/Q16557
23170;GEOGR_NAME;"Texas (USA)";TX;http://www.wikidata.org/entity/Q1439
23171;GEOGR_NAME;"Hannover (Germany)";Hanover|Hanovre;http://www.wikidata.org/entity/Q1715
23172;PERSO_NAME;"Bartolino da Padova fl. 1365-1405";"Bartholomeus|Bartolino|Bartolinus|Da Padova, Bartolino|Da Padua, Bartolino|De Padua, Bartolinus|Padova, Bartolino da|Padua, Bartolino da";http://www.wikidata.org/entity/Q3635310
23173;PERSO_NAME;"Knapp, J. Merrill";"Knapp, John Merrill|Knapp, Merrill";http://www.wikidata.org/entity/Q1701073
23174;TOPIC_TERM;Masque;;http://www.wikidata.org/entity/Q2207959
23175;CORPO_NAME;"Royal Musical Association (London, United Kingdom)";RMA;http://www.wikidata.org/entity/Q7374510
23176;PERSO_NAME;"Hartnoll, Phyllis";;http://www.wikidata.org/entity/Q7188572
23178;CORPO_NAME;"Schumann family";;http://www.wikidata.org/entity/Q21450751
23179;CORPO_NAME;"Novello &amp; Co (London, United Kingdom)";;
23180;CORPO_NAME;"Chapel Royal (London, United Kingdom)";"Chapels Royal";http://www.wikidata.org/entity/Q1062692
23181;CORPO_NAME;"Teatro San Giovanni Grisostomo (Venice, Italy)";"Teatro Malibran";http://www.wikidata.org/entity/Q3982047
23182;CORPO_NAME;"Oper am Gänsemarkt (Hamburg, Germany)";"Oper am Gansemarkt|Theater am Gansemarkt|Theater am Gänsemarkt";http://www.wikidata.org/entity/Q317455
23183;PERSO_NAME;"Forqueray, Antoine 1671-1745";Forqueray;http://www.wikidata.org/entity/Q586151
23184;TOPIC_TERM;"String harmonic";Flageolet|Flageoletton|Flageolettoon;http://www.wikidata.org/entity/Q576006
23185;TOPIC_TERM;Fermata;"Fermate|Hold|Orgelpunt|Pause|Point d'orgue";http://www.wikidata.org/entity/Q830328
23186;TOPIC_TERM;Turn;Doppelschlag|Dubbelslag|Grupetto|Gruppetto;http://www.wikidata.org/entity/Q61542
23187;TOPIC_TERM;Error;Erreur|Erroneous|Faute|Fehler|Fout|Incorrect|Mistake|Wrong;http://www.wikidata.org/entity/Q29485
23188;TOPIC_TERM;"Con discrezione";"À la discrétion|Avec discrétion|Con discretione|Discrétion|Discreto|Discrezione";
23189;TOPIC_TERM;Contredanse;"Anglais|Country dance|Kontratanz|Longways dance";http://www.wikidata.org/entity/Q4763331
23190;TOPIC_TERM;Dissonance;Dissonant|Dissonantie|Dissonanz|Dissonanza;http://www.wikidata.org/entity/Q935556
23191;PERSO_NAME;"Baisier, Claire";;
23192;PERSO_NAME;"Bassens, Maarten";;
23193;GEOGR_NAME;"Reims (France)";;http://www.wikidata.org/entity/Q41876
23194;PERSO_NAME;"Veer-Bertels, E. van der";;
23195;GEOGR_NAME;"Ansbach (Germany)";;http://www.wikidata.org/entity/Q14859
23196;PERSO_NAME;"Karl Wilhelm Friedrich Markgraf von Brandenburg-Ansbach 1712-1757";"Charles William Frederick |Charles William Frederick, Margrave of Brandenburg-Ansbach|Charles-Guillaume-Frédéric de Brandebourg-Ansbach|Der Wilde Markgraf|Karel Willem Frederik van Brandenburg-Ansbach";http://www.wikidata.org/entity/Q67859
23197;TOPIC_TERM;"Oboe d'amore";"Hautbois d'amour";http://www.wikidata.org/entity/Q8380
23198;PERSO_NAME;"Richter, Karl 1926-1981";;http://www.wikidata.org/entity/Q76735
23199;PERSO_NAME;"La Chevardière, Louis Balthazard de 1730-1812";"Chevardière, Louis Balthazard de la|De la Chevardière, Louis Balthasar|De la Chevardière, Louis Balthazard|Delachevardiere, Louis Balthazard";http://www.wikidata.org/entity/Q20630358
23200;PERSO_NAME;"Vachon, Pierre 1731-1803";"Vasson, Pierre|Waschon, Pierre";http://www.wikidata.org/entity/Q2093960
23201;PERSO_NAME;"Frizeri, Alessandro Maria 1741-1825";"Fridzeri, Alexandre Marie Antoine|Frixer, Alessandro Maria";http://www.wikidata.org/entity/Q15429814
23202;PERSO_NAME;"Held, Karl";;
23203;PERSO_NAME;"Canisius, Petrus 1521-1597";"Canisio, Pedro|Canisio, Pietro|Canisius, Peter|Kanijs, Petrus|Kanis, Peter|Kanis, Petrus|Kanisius, Petrus";http://www.wikidata.org/entity/Q44624
23204;TOPIC_TERM;Cantor;Domkantor|Kantor|Precentor|Voorzanger|Vorsänger;http://www.wikidata.org/entity/Q330679
23205;CORPO_NAME;"Kreuzkirche (Dresden, Germany)";"Dresdner Kreuzkirche|Église Sainte-Croix de Dresde";http://www.wikidata.org/entity/Q301607
23206;PERSO_NAME;"Blaschke, Karlheinz";;http://www.wikidata.org/entity/Q1733792
23207;PERSO_NAME;"Arnhardt, Gerhard";;
23209;PERSO_NAME;"Marshall, J. R.";;
23211;PERSO_NAME;"Freemanova-Kopecka, Michaela";;http://www.wikidata.org/entity/Q26281704
23212;GEOGR_NAME;"Kuks (Czech Republic)";;http://www.wikidata.org/entity/Q186848
23213;PERSO_NAME;"Fauntleroy, Talmage";;http://www.wikidata.org/entity/Q40689260
23214;TOPIC_TERM;Cadence;Cadens|Kadenz;http://www.wikidata.org/entity/Q14088448
23215;PERSO_NAME;"Caccini, Giulio 1551-1618";"Caccini, G.|Caccini, Giulio Romano|Giulio Romano|Romano, Giulio";http://www.wikidata.org/entity/Q215308
23216;CORPO_NAME;"van Eyck family";;http://www.wikidata.org/entity/Q65947892|http://www.wikidata.org/entity/Q103911651
23217;PERSO_NAME;"van Eyck, Hubert 1366-1426";"Eyck, Hubrecht van|Eyck, Lubrecht van|Van Eyck, Hubert|Van Eyck, Hubrecht|Van Eyck, Lubrecht";http://www.wikidata.org/entity/Q364350
23218;PERSO_NAME;"Janáček, Leoš 1854-1928";"Janáček, L.|Janáček, Leo Eugen";http://www.wikidata.org/entity/Q184933
23219;CORPO_NAME;"House of Hannover";"House of Hanover";http://www.wikidata.org/entity/Q157217
23220;PERSO_NAME;"George I King of Great Britain 1660-1727";"Georg I.|George I, Elector of Hanover|George Louis Hanover";http://www.wikidata.org/entity/Q130805
23221;PERSO_NAME;"Wyn Jones, David";;http://www.wikidata.org/entity/Q5241333
23222;TOPIC_TERM;Amateur;Dilettant|Dilettante|Liefhebber|Non-professional;http://www.wikidata.org/entity/Q455595
23223;TOPIC_TERM;Professional;Beroeps|Professionnel|Profi;http://www.wikidata.org/entity/Q702269
23224;GEOGR_NAME;"Amersfoort (Netherlands)";;http://www.wikidata.org/entity/Q992
23225;TOPIC_TERM;Duel;Dueling|Duell|Duello|Tweegevecht;http://www.wikidata.org/entity/Q191503
23226;TOPIC_TERM;"Prélude non mesuré";"Unmeasured prelude";http://www.wikidata.org/entity/Q2759224
23227;CORPO_NAME;"Boston Early Music Festival (USA)";;http://www.wikidata.org/entity/Q4095059
23228;CORPO_NAME;"Grua family";;http://www.wikidata.org/entity/Q99981384
23229;PERSO_NAME;"Brauchli, Bernard";;http://www.wikidata.org/entity/Q104739364
23230;PERSO_NAME;"Brauchli, Susan";;
23231;PERSO_NAME;"Galazzo, Alberto";;
23232;PERSO_NAME;"Moody, I.";;
23233;PERSO_NAME;"Wardmann, J.";;
23234;PERSO_NAME;"Bohatta, Hanns";;http://www.wikidata.org/entity/Q88908
23235;GEOGR_NAME;"Westphalia (Germany)";Westfalen|Westphalie;http://www.wikidata.org/entity/Q8614
23236;PERSO_NAME;"Möller, Johann Patroclus 1698-1772";"Möller, Johann Patroklus";http://www.wikidata.org/entity/Q1668004
23237;TOPIC_TERM;Melody;Melodie|Mélodie;http://www.wikidata.org/entity/Q170412
23238;PERSO_NAME;"Aken, Frans van";" Aken, F. van";
23239;PERSO_NAME;"Goldschmidt, Gusta 1919-2005";"Goldschmidt, Guusje|Goldschmidt-van Royen, Gusta|Royen, Gusta van";http://www.wikidata.org/entity/Q113627163
23240;PERSO_NAME;"Alberts, A.";;
23243;PERSO_NAME;"Eykman, J. C. B.";;
23244;PERSO_NAME;"Paassen, Willem van";;
23245;PERSO_NAME;"Striggio, Alessandro 1540-1592 the Elder";"Alessandro Striggio der Ältere|Striggio, Alessandro (I)|Striggio, Alessandro I";http://www.wikidata.org/entity/Q1377115
23246;PERSO_NAME;"Ferrabosco, Matthia 1550-1616";;http://www.wikidata.org/entity/Q1909638
23247;CORPO_NAME;"Ferrabosco family";;http://www.wikidata.org/entity/Q56245810|http://www.wikidata.org/entity/Q122920574
23248;PERSO_NAME;"Fallamero, Gabriele fl. 1584";"Fallamero, Gabriel";http://www.wikidata.org/entity/Q20055131
23249;PERSO_NAME;"Vento, Ivo de c. 1540-1575";"De Vento, Ivo|Vento, Ivo|Vento, Ivo de|Vento, Yvo de";http://www.wikidata.org/entity/Q1675812
23250;PERSO_NAME;"Regnart, Jacob c. 1540-1599";"Regnard, Jacob|Regnard, Jacobus|Regnard, Jacques|Regnard, Jakob|Regnart, Giacomo|Regnart, Jacobus|Regnart, Jacomo|Regnart, Jacques|Regnart, Jakob|Regnart, Jocobo";http://www.wikidata.org/entity/Q267177
23251;TOPIC_TERM;Salon;"Literarischer Salon|Salon littéraire";http://www.wikidata.org/entity/Q576342
23252;GEOGR_NAME;"Gloucester (United Kingdom)";;http://www.wikidata.org/entity/Q170497
23253;GEOGR_NAME;"Worcester (United Kingdom)";;http://www.wikidata.org/entity/Q1646181
23254;GEOGR_NAME;"Hereford (United Kingdom)";;http://www.wikidata.org/entity/Q204720
23255;PERSO_NAME;"Terrasson, Antoine";"Terrasson, Antonio";http://www.wikidata.org/entity/Q2856755
23256;CORPO_NAME;"Viola da Gamba Society (Great Britain)";"Viola da Gamba Society of Great Britain";
23258;CORPO_NAME;"Hanseatic League";"Hanse|Hanseatic cities|Hanze|Ligue Hanséatique";http://www.wikidata.org/entity/Q42908
23259;PERSO_NAME;"Viertel, K. H.";;
23260;PERSO_NAME;"Camus, Jean-Pierre 1584-1652";;http://www.wikidata.org/entity/Q2671778
23261;PERSO_NAME;"Roy, C.";;http://www.wikidata.org/entity/Q7372628
23262;PERSO_NAME;"Vivier, Claude 1948-1983";;http://www.wikidata.org/entity/Q650551
23263;PERSO_NAME;"Grisey, Gérard 1946-1998";;http://www.wikidata.org/entity/Q548149
23264;PERSO_NAME;"Murail, Tristan -1947";;http://www.wikidata.org/entity/Q708501
23265;PERSO_NAME;"Cocteau, Jean 1889-1963";"Cocteau, Clément Eugène Jean Maurice";http://www.wikidata.org/entity/Q83158
23266;PERSO_NAME;"Halévy, Fromental 1799-1862";"Halévy, Fromental|Halévy, Fromentin-Elias|Halévy, J.|Halévy, Jacques F.|Halévy, Jacques François Fromental Élie|Halévy, Jacques Fromental|Levy, Elias";http://www.wikidata.org/entity/Q313917
23267;CORPO_NAME;"Theatre Royal, Covent Garden (London, United Kingdom)";"Covent Garden|Covent Garden Opera |ROH Covent Garden |Royal Italian Opera |Royal Opera House|Royal Opera House, Covent Garden|The Royal Opera House";http://www.wikidata.org/entity/Q55018
23268;CORPO_NAME;"Theatre Royal, Haymarket (London, United Kingdom)";"Haymarket Theatre|Haymarket Theatre Royal|Theatre at the Haymarket|King's Theatre|Queen's Theatre";http://www.wikidata.org/entity/Q540426|http://www.wikidata.org/entity/Q1155331
23269;GEOGR_NAME;"Valletta (Malta)";"il-Belt|La Valette|Valetta";http://www.wikidata.org/entity/Q23800
23270;PERSO_NAME;"L'Empereur, Constantijn 1591-1648";" L'Empereur van Oppyck, Constantinus|Empereur van Opwijck, C.l. ";http://www.wikidata.org/entity/Q118351
23271;GEOGR_NAME;"Magdeburg (Germany)";"Landeshauptstadt Magdeburg|Magdebourg";http://www.wikidata.org/entity/Q1733
23272;PERSO_NAME;"Dambre, O.";;
23273;TOPIC_TERM;"Eighty Years' War (1568-1648)";"Achtzigjähriger Krieg|Dutch War of Independence|Guerre de Quatre-Vingts Ans|Tachtigjarige Oorlog";http://www.wikidata.org/entity/Q164432
23274;PERSO_NAME;"Manet, Édouard 1832-1883";"Manė, Eduard|Manet, Éduard";http://www.wikidata.org/entity/Q40599
23275;PERSO_NAME;"Seurat, Georges 1859-1891";"Seurat, Georges Pierre";http://www.wikidata.org/entity/Q34013
23276;PERSO_NAME;"Konigson, Elie";;http://www.wikidata.org/entity/Q112556723
23277;GEOGR_NAME;"Ljubljana (Slovenia)";"Aemona|Labacum |Laibach|Laybach|Lioubiana |Lioubliana |Loubiana  |Lublana";http://www.wikidata.org/entity/Q437
23278;PERSO_NAME;"Castro, Inês de";"Castro, Ignez de|Castro, Inês de|Castro, Inez de|De Castro, Inês|Ignez de Castro|Inés de Castro|Inés de Portugal|Inez de Castro";http://www.wikidata.org/entity/Q234022
23279;CORPO_NAME;"Nikolaikirche (Leipzig, Germany)";"Église Saint-Nicolas de Leipzig|St. Nicholas Church (Leipzig, Germany)|Leipziger Nikolaikirche|Nicolaikirche";http://www.wikidata.org/entity/Q694286
23280;PERSO_NAME;"Hensel, Fanny 1805-1847";" Hensel-Mendelssohn, Fanny|Mendelssohn Bartholdy, Cäcilia |Mendelssohn Bartholdy, Fanny Cäcilie |Mendelssohn Hensel, Fanny |Mendelssohn, Fanny|Mendelssohn, Fanny Cäcilie |Mendelssohn, Fanny Zippora |Mendelssohn-Hensel, Fanny";http://www.wikidata.org/entity/Q57286
23281;PERSO_NAME;"Weiss, Jessica";;
23282;PERSO_NAME;"Balint, Bridget";;
23283;PERSO_NAME;"Burchill, John";;
23284;PERSO_NAME;"Rivers, Kimberly";;
23285;PERSO_NAME;"Freeman Sandler, Lucy";;http://www.wikidata.org/entity/Q19997559
23286;PERSO_NAME;"Bayerle, Henry";;
23287;PERSO_NAME;"Halporn, James W.";;http://www.wikidata.org/entity/Q15456316
23288;TOPIC_TERM;"Hundred Years' War (1337-1453)";"Guerre de Cent Ans|Honderdjarige Oorlog|Hundertjähriger Krieg";http://www.wikidata.org/entity/Q12551
23289;GEOGR_NAME;"Mühlhausen (Germany)";;http://www.wikidata.org/entity/Q14925
23290;PERSO_NAME;"Bernard, Daniel";;
23291;TOPIC_TERM;Cadenza;;http://www.wikidata.org/entity/Q14088448
23292;PERSO_NAME;"Hook, Theodore Edward 1788-1841";"Author of Killing no murder|Author of Sayings and doings|Hook, Theodore|Hook, Theodore E.";http://www.wikidata.org/entity/Q2117649
